DATA_MONTH	ITEM_ID	ITEM_SALES_VOLUME	CATE_NAME_LV1	CATE_NAME_LV2	CATE_NAME_LV3	USER_ID	same-CATE_NAME_LV1-mean-ITEM_SALES_VOLUME-rate	same-CATE_NAME_LV2-mean-ITEM_SALES_VOLUME-rate	same-CATE_NAME_LV3-DATA_MONTH-mean-same-ITEM_ID-mean-ITEM_SALES_VOLUME-rate-rate	same-CATE_NAME_LV3-mean-ITEM_SALES_VOLUME-rate	same-ITEM_ID-mean-ITEM_SALES_VOLUME-rate	same-CATE_NAME_LV1-BRAND_ID-mean-ITEM_SALES_VOLUME-rate	same-CATE_NAME_LV2-BRAND_ID-mean-ITEM_SALES_VOLUME-rate	same-CATE_NAME_LV3-BRAND_ID-mean-ITEM_SALES_VOLUME-rate
202106	14303978387	1951	运动户外	户外/登山/野营/旅行用品	垂钓装备	748391206	0.3329376332689433	3.544594693459892	1.122247286520073	29.23214813217963	1.2444586190400255	17.099884240119067	17.099884240119067	17.099884240119067
202106	19222962541	2503	运动户外	户外/登山/野营/旅行用品	垂钓装备	410136993	0.4271362870692799	4.547473356089241	1.726343667719525	37.502853293103854	1.91434034416826	2.8638443935926774	2.8638443935926774	2.8638443935926774
202106	20552220612	10769	运动户外	户外/登山/野营/旅行用品	垂钓装备	26651973	1.837726997782292	19.56521796712946	0.9530125991899664	161.3536664456394	1.056794484924315	0.9397033158813264	0.9397033158813264	0.9397033158813264
202106	20879848385	11000	运动户外	户外/登山/野营/旅行用品	刀具/多用工具	820333516	1.8771470866009103	19.984900885729783	1.3502673301532315	102.2354752171311	1.434782608695652	9.458297506448838	9.458297506448838	9.458297506448838
202106	20930179963	12000	运动户外	户外/登山/野营/旅行用品	饮水用具/盛水容器	777490616	2.047796821746448	21.801710057159767	1.1798814161650983	69.45543407460515	1.3333333333333333	113.53682895081374	63.21323072666463	3.1257413169976136
202106	21317627152	14862	运动户外	自行车/骑行装备/零配件	自行车零/配件	289592723	2.536196363732976	36.87374744237521	0.9608688802233438	31.06576012158977	1.0	67.79807120558942	67.79807120558942	78.10833262693905
202106	22272031529	3170	运动户外	户外/登山/野营/旅行用品	垂钓装备	528388073	0.5409596604113533	5.759285073433038	0.7552188097877759	47.49662202922062	0.8374611980714616	1.685171402967846	1.685171402967846	0.8374611980714616
202106	38971196545	2297	运动户外	自行车/骑行装备/零配件	自行车零/配件	1789656856	0.3919824416292992	5.699030943018158	1.50553602856277	4.801376059702038	1.5668485675306958	72.47195129933888	52.4505255527365	52.109420553935855
202106	39580674000	1579	运动户外	运动/瑜伽/健身/球迷用品	跆拳道/武术/搏击	728344808	0.2694559317948034	0.1783702707081565	3.232362451723672	5.575534060184869	3.58252977878616	38.692455947136565	38.692455947136565	36.56906534325889
202106	4189685427	3000	运动户外	自行车/骑行装备/零配件	自行车修车工具	11829501	0.5119492054366119	7.443227178517403	0.9638458965341568	70.2004250546077	0.9995557529986672	10.582010582010582	2.2785531187695813	2.2785531187695813
